0,1,2,3,4,5,6
326400,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
326500,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
326600,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
326700,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
326800,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
326900,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
327000,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
327100,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
327200,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
327300,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
327400,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
327500,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
327600,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
327700,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
327800,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
327900,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
328000,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
328100,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
328200,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
328300,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
328400,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
328500,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
328600,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
328700,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
328800,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
328900,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
329000,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
329100,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
329200,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
329300,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
329400,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
329500,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
329600,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
329700,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
329800,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
329900,325000-329999,320000-329999,300000-329999,300000-359999,240000-359999,*
330000,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
330100,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
330200,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
330300,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
330400,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
330500,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
330600,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
330700,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
330800,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
330900,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
331000,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
331100,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
331200,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
331300,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
331400,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
331500,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
331600,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
331700,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
331800,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
331900,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
332000,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
332100,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
332200,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
332300,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
332400,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
332500,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
332600,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
332700,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
332800,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
332900,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
333000,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
333100,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
333200,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
333300,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
333400,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
333500,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
333600,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
333700,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
333800,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
333900,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
334000,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
334100,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
334200,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
334300,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
334400,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
334500,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
334600,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
334700,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
334800,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
334900,330000-334999,330000-339999,330000-359999,300000-359999,240000-359999,*
335000,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
335100,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
335200,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
335300,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
335400,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
335500,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
335600,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
335700,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
335800,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
335900,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
336000,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
336100,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
336200,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
336300,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
336400,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
336500,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
336600,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
336700,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
336800,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
336900,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
337000,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
337100,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
337200,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
337300,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
337400,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
337500,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
337600,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
337700,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
337800,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
337900,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
338000,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
338100,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
338200,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
338300,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
338400,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
338500,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
338600,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
338700,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
338800,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
338900,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
339000,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
339100,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
339200,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
339300,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
339400,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
339500,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
339600,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
339700,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
339800,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
339900,335000-339999,330000-339999,330000-359999,300000-359999,240000-359999,*
340000,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
340100,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
340200,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
340300,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
340400,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
340500,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
340600,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
340700,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
340800,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
340900,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
341000,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
341100,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
341200,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
341300,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
341400,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
341500,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
341600,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
341700,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
341800,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
341900,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
342000,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
342100,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
342200,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
342300,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
342400,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
342500,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
342600,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
342700,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
342800,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
342900,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
343000,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
343100,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
343200,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
343300,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
343400,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
343500,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
343600,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
343700,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
343800,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
343900,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
344000,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
344100,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
344200,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
344300,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
344400,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
344500,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
344600,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
344700,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
344800,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
344900,340000-344999,340000-349999,330000-359999,300000-359999,240000-359999,*
345000,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
345100,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
345200,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
345300,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
345400,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
345500,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
345600,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
345700,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
345800,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
345900,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
346000,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
346100,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
346200,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
346300,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
346400,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
346500,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
346600,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
346700,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
346800,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
346900,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
347000,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
347100,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
347200,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
347300,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
347400,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
347500,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
347600,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
347700,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
347800,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
347900,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
348000,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
348100,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
348200,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
348300,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
348400,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
348500,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
348600,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
348700,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
348800,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
348900,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
349000,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
349100,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
349200,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
349300,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
349400,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
349500,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
349600,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
349700,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
349800,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
349900,345000-349999,340000-349999,330000-359999,300000-359999,240000-359999,*
350000,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
350100,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
350200,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
350300,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
350400,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
350500,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
350600,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
350700,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
350800,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
350900,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
351000,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
351100,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
351200,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
351300,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
351400,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
351500,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
351600,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
351700,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
351800,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
351900,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
352000,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
352100,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
352200,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
352300,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
352400,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
352500,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
352600,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
352700,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
352800,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
352900,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
353000,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
353100,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
353200,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
353300,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
353400,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
353500,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
353600,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
353700,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
353800,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
353900,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
354000,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
354100,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
354200,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
354300,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
354400,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
354500,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
354600,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
354700,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
354800,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
354900,350000-354999,350000-359999,330000-359999,300000-359999,240000-359999,*
355000,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
355100,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
355200,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
355300,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
355400,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
355500,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
355600,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
355700,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
355800,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
355900,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
356000,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
356100,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
356200,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
356300,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
356400,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
356500,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
356600,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
356700,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
356800,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
356900,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
357000,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
357100,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
357200,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
357300,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
357400,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
357500,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
357600,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
357700,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
357800,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
357900,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
358000,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
358100,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
358200,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
358300,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
358400,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
358500,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
358600,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
358700,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
358800,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
358900,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
359000,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
359100,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
359200,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
359300,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
359400,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
359500,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
359600,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
359700,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
359800,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
359900,355000-359999,350000-359999,330000-359999,300000-359999,240000-359999,*
360000,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
360100,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
360200,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
360300,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
360400,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
360500,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
360600,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
360700,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
360800,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
360900,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
361000,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
361100,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
361200,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
361300,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
361400,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
361500,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
361600,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
361700,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
361800,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
361900,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
362000,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
362100,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
362200,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
362300,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
362400,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
362500,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
362600,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
362700,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
362800,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
362900,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
363000,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
363100,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
363200,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
363300,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
363400,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
363500,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
363600,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
363700,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
363800,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
363900,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
364000,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
364100,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
364200,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
364300,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
364400,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
364500,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
364600,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
364700,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
364800,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
364900,360000-364999,360000-369999,360000-389999,360000-419999,360000-479999,*
365000,365000-369999,360000-369999,360000-389999,360000-419999,360000-479999,*
365100,365000-369999,360000-369999,360000-389999,360000-419999,360000-479999,*
365200,365000-369999,360000-369999,360000-389999,360000-419999,360000-479999,*
365300,365000-369999,360000-369999,360000-389999,360000-419999,360000-479999,*
365400,365000-369999,360000-369999,360000-389999,360000-419999,360000-479999,*
365500,365000-369999,360000-369999,360000-389999,360000-419999,360000-479999,*
365600,365000-369999,360000-369999,360000-389999,360000-419999,360000-479999,*
365700,365000-369999,360000-369999,360000-389999,360000-419999,360000-479999,*
365800,365000-369999,360000-369999,360000-389999,360000-419999,360000-479999,*
365900,365000-369999,360000-369999,360000-389999,360000-419999,360000-479999,*
366000,365000-369999,360000-369999,360000-389999,360000-419999,360000-479999,*
366100,365000-369999,360000-369999,360000-389999,360000-419999,360000-479999,*
366200,365000-369999,360000-369999,360000-389999,360000-419999,360000-479999,*
